opportunity_id,created_date,closed_date,arr,status,salesperson_id,source,type,account_id
OPP00332,2025-02-05,2025-03-21,15000,qualified,SP006,marketing,new business,ACC0108
OPP00333,2025-02-28,2025-04-21,7000,lost,SP005,event,new business,ACC0088
OPP00334,2025-02-26,2025-06-21,6500,created,SP006,marketing,new business,ACC0096
OPP00335,2025-02-27,2025-05-26,11000,won,SP004,cold prospection,upsell,ACC0040
OPP00336,2025-02-25,2025-05-03,14000,won,SP005,cold prospection,new business,ACC0009
OPP00337,2025-02-13,2025-05-18,19000,won,SP005,event,new business,ACC0030
OPP00339,2025-02-24,2025-04-11,18000,qualified,SP005,cold prospection,new business,ACC0040
OPP00340,2025-02-09,2025-04-25,9000,created,SP004,cold prospection,new business,ACC0023
OPP00341,2025-02-01,2025-05-23,15000,qualified,SP004,cold prospection,new business,ACC0050
OPP00342,2025-02-10,2025-05-02,9000,lost,SP005,referral,upsell,ACC0051
OPP00343,2025-02-19,2025-03-22,16000,won,SP006,,new business,ACC0030
OPP00344,2025-02-16,2025-04-12,8000,created,SP004,cold prospection,new business,ACC0016
OPP00345,2025-02-09,2025-05-06,19000,won,SP004,marketing,new business,ACC0096
OPP00346,2025-02-05,2025-03-29,10000,lost,SP005,cold prospection,upsell,ACC0009
OPP00347,2025-02-28,2025-07-17,22000,qualified,SP005,marketing,new business,ACC0060
OPP00348,2025-02-10,2025-03-17,37000,lost,SP005,cold prospection,new business,ACC0083
OPP00349,2025-02-13,2025-05-15,15000,won,SP005,marketing,new business,ACC0038
OPP00350,2025/02/08,2025/06/08,12000,created,SP005,marketing,new business,ACC0051
OPP00351,2025-02-19,2025-05-10,23500,won,SP006,event,new business,ACC0030
OPP00352,2025-02-23,2025-03-13,13000,lost,SP004,event,upsell,ACC0060
OPP00353,2025-02-14,2025-04-13,9500,created,SP006,event,new business,ACC0063
OPP00354,2025-02-26,2025-06-17,14500,qualified,SP005,marketing,new business,ACC0016
OPP00355,2025-02-28,2025-07-14,18500,qualified,SP006,event,new business,ACC0056
OPP00356,2025-02-20,2025-06-18,5500,created,SP006,,new business,ACC0119
OPP00357,2025-02-20,2025-05-23,16000,lost,SP004,event,new business,ACC0081
OPP00358,2025-02-26,2025-04-20,10500,created,SP005,marketing,new business,ACC0018
OPP00359,2025-02-23,2025-05-19,31500,qualified,SP006,marketing,new business,ACC0035
OPP00360,2025-02-05,2025-04-18,23500,qualified,SP005,cold prospection,upsell,ACC0009
OPP00361,2025-02-24,2025-05-13,41500,created,SP004,cold prospection,new business,ACC0050
OPP00362,2025-02-04,2025-03-26,10500,won,SP005,cold prospection,new business,ACC0096
OPP00363,2025-02-23,2025-05-26,26000,lost,SP004,event,new business,ACC0009
OPP00364,2025-02-24,2025-04-05,10000,created,SP004,marketing,new business,ACC0076
OPP00365,2025-02-26,2025-06-07,39000,created,SP005,event,new business,ACC0085
OPP00366,2025-02-07,2025-03-14,10500,qualified,SP005,event,new business,ACC0081
OPP00367,2025-02-26,2025-05-25,5000,created,SP004,marketing,new business,ACC0081
OPP00368,09/02/2025,05/06/2025,9500,qualified,SP006,cold prospection,new business,ACC0109
OPP00369,2025-02-04,2025-05-04,5000,lost,SP005,marketing,new business,ACC0050
OPP00370,2025-02-26,2025-03-18,12000,won,SP005,cold prospection,new business,ACC0119
OPP00371,2025-02-08,2025-05-27,5000,created,SP005,marketing,new business,ACC0018
OPP00372,2025-02-19,2025-05-31,11500,created,SP005,referral,upsell,ACC0056
OPP00373,2025-02-06,2025-03-30,15000,qualified,SP006,marketing,upsell,ACC0030
OPP00374,2025-02-28,2025-04-28,46000,qualified,SP005,marketing,upsell,ACC0009
OPP00375,2025-02-16,2025-06-21,19500,qualified,SP007,cold prospection,new business,ACC0092
OPP00376,2025-02-01,2025-03-21,27000,created,SP007,marketing,new business,ACC0032
OPP00377,2025-02-24,2025-06-12,11000,qualified,SP007,event,upsell,ACC0064
OPP00378,2025-02-12,2025-05-02,85000,won,SP007,marketing,new business,ACC0102
OPP00381,2025-02-26,2025-05-27,12000,won,SP007,marketing,new business,ACC0118
OPP00382,2025-02-26,2025-03-25,45000,created,SP007,marketing,new business,ACC0106
OPP00383,2025-02-06,2025-05-10,15500,created,SP007,referral,upsell,ACC0093
OPP00384,2025-02-22,2025-04-25,61000,lost,SP007,referral,upsell,ACC0019
OPP00385,2025-02-28,2025-04-10,13000,lost,SP007,cold prospection,new business,ACC0093
OPP00386,2025-02-08,2025-05-19,12000,created,SP007,marketing,new business,ACC0058
OPP00387,2025-02-21,2025-05-02,30500,qualified,SP007,marketing,upsell,ACC0041
OPP00388,2025-02-16,2025-06-15,26500,created,SP007,referral,new business,ACC0065
OPP00389,2025-02-21,2025-05-20,14500,created,SP007,event,upsell,ACC0118
OPP00390,2025-02-16,2025-04-10,43500,lost,SP007,,new business,ACC0037
OPP00391,2025-02-28,2025-06-30,17000,qualified,SP007,marketing,new business,ACC0103
OPP00393,14/02/2025,18/05/2025,33000,lost,SP007,event,new business,ACC0093
OPP00394,2025-02-09,2025-03-26,35000,qualified,SP007,cold prospection,upsell,ACC0075
OPP00395,2025-02-13,2025-03-24,0,won,SP007,cold prospection,new business,ACC0100
OPP00396,2025-02-04,2025-03-27,15500,qualified,SP007,marketing,new business,ACC0022
OPP00397,2025-02-01,2025-06-11,8500,created,SP007,cold prospection,new business,ACC0106
OPP00398,2025-02-13,2025-03-08,62500,lost,SP007,referral,new business,ACC0100
OPP00399,2025-02-05,2025-03-04,37000,lost,SP007,marketing,new business,ACC0102
OPP00400,2025-02-03,2025-04-10,20500,won,SP007,cold prospection,new business,ACC0066
OPP00401,2025-02-24,2025-05-01,73000,won,SP007,cold prospection,upsell,ACC0049
OPP00402,2025-02-04,2025-05-28,19500,created,SP007,cold prospection,upsell,ACC0102
OPP00403,2025-02-05,2025-03-18,59500,won,SP007,marketing,new business,ACC0031
OPP00404,2025-02-20,2025-03-05,32000,lost,SP007,marketing,upsell,ACC0102
OPP00405,2025-02-10,2025-03-16,96500,won,SP007,cold prospection,new business,ACC0062
OPP00406,2025-02-02,2025-04-08,73500,qualified,SP007,marketing,new business,ACC0058
OPP00407,2025-02-01,2025-06-11,22000,created,SP007,marketing,new business,ACC0037
OPP00408,2025-02-06,2025-05-12,23000,created,SP007,cold prospection,new business,ACC0102
OPP00409,2025-02-02,2025-05-24,28500,created,SP007,marketing,new business,ACC0062
OPP00410,2025-02-03,2025-03-05,43500,created,SP007,event,new business,ACC0031
OPP00411,2025-02-18,2025-06-30,18500,qualified,SP007,cold prospection,new business,ACC0041
OPP00412,2025-02-23,2025-04-04,45000,lost,SP007,cold prospection,new business,ACC0100
OPP00413,2025-02-14,2025-03-03,55500,won,SP007,event,new business,ACC0055
OPP00414,2025-02-24,2025-04-02,9000,created,SP007,referral,new business,ACC0015
OPP00415,2025-02-17,2025-06-27,16000,qualified,SP007,referral,new business,ACC0021
OPP00416,2025-02-25,2025-04-10,10000,lost,SP007,cold prospection,new business,ACC0037
OPP00417,2025-02-19,2025-05-11,19000,qualified,SP007,cold prospection,upsell,ACC0058
OPP00418,2025-02-06,2025-05-10,34000,created,SP007,event,new business,ACC0102
OPP00420,2025-02-05,2025-06-07,28000,created,SP007,,new business,ACC0118
OPP00421,2025-02-11,2025-04-02,76000,lost,SP007,cold prospection,new business,ACC0049
OPP00422,2025-02-12,2025-02-28,14500,won,SP007,event,new business,ACC0062
OPP00423,2025-02-02,2025-03-20,12000,lost,SP007,cold prospection,upsell,ACC0006
OPP00424,2025-02-03,2025-04-16,28000,qualified,SP007,marketing,new business,ACC0001
OPP00425,2025-02-15,2025-03-22,38500,lost,SP007,marketing,new business,ACC0065
OPP00426,2025-02-26,2025-05-09,7000,created,SP009,marketing,new business,ACC0073
OPP00427,2025-02-23,2025-06-07,5500,created,SP009,cold prospection,new business,ACC0111
OPP00428,2025-02-07 00:00:00,2025-03-21 00:00:00,28500,qualified,SP009,cold prospection,new business,ACC0115
OPP00429,2025-02-02,2025-03-31,22000,won,SP009,event,new business,ACC0115
OPP00430,2025-02-19,2025-04-20,10500,won,SP009,marketing,new business,ACC0073
OPP00431,2025-02-14,2025-06-22,7500,created,SP009,marketing,upsell,ACC0077
OPP00432,2025-02-24,2025-04-29,7500,qualified,SP008,event,new business,ACC0111
OPP00433,2025-02-19,2025-05-07,11000,created,SP009,marketing,new business,ACC0073
OPP00434,2025-02-25,2025-04-19,25000,created,SP009,event,new business,ACC0116
OPP00435,2025-02-10,2025-04-02,10500,lost,SP009,event,new business,ACC0077
OPP00436,2025-02-12,2025-03-27,24000,won,SP008,cold prospection,upsell,ACC0007
OPP00437,13/02/2025,18/03/2025,11000,created,SP008,cold prospection,new business,ACC0077
OPP00438,2025-02-27,2025-05-09,6500,created,SP009,marketing,new business,ACC0073
OPP00439,2025-02-19,2025-03-19,8500,created,SP008,event,new business,ACC0054
OPP00440,2025-02-03,2025-04-23,4000,created,SP010,marketing,upsell,ACC0034
OPP00441,2025-02-24,2025-06-11,30500,created,SP010,referral,new business,ACC0110
OPP00442,2025-02-09,2025-02-23,17500,lost,SP010,marketing,new business,ACC0110
OPP00443,2025-02-21,2025-06-06,10500,qualified,SP010,cold prospection,new business,ACC0110
OPP00444,2025-02-14,2025-05-04,19000,won,SP010,referral,upsell,ACC0072
OPP00445,2025-02-26,2025-06-03,13500,qualified,SP010,cold prospection,new business,ACC0110
OPP00446,09/02/2025,29/03/2025,6000,created,SP010,cold prospection,upsell,ACC0025
OPP00447,2025-02-26,2025-04-06,24000,lost,SP010,cold prospection,upsell,ACC0097
OPP00448,2025/02/22,2025/07/08,27500,qualified,SP010,referral,new business,ACC0087
OPP00449,2025-03-08,2025-07-28,12000,qualified,SP003,cold prospection,new business,ACC0059
OPP00450,2025-03-11,2025-06-29,2500,qualified,SP003,referral,new business,ACC0117
OPP00451,2025-03-19,2025-05-31,5500,lost,SP001,cold prospection,new business,ACC0090
OPP00452,2025-03-02,2025-04-19,11500,created,SP001,cold prospection,new business,ACC0008
OPP00453,2025-03-20,2025-05-16,34000,qualified,SP001,cold prospection,upsell,ACC0017
OPP00454,2025-03-01,2025-03-29,11500,won,SP001,event,upsell,ACC0091
OPP00455,2025-03-28,2025-07-25,15500,qualified,SP002,cold prospection,new business,ACC0010
OPP00457,2025-03-31,2025-06-27,70500,lost,SP003,cold prospection,upsell,ACC0117
OPP00458,2025-03-19,2025-07-05,13000,created,SP001,cold prospection,new business,ACC0059
OPP00459,2025-03-23,2025-06-13,12000,lost,SP003,marketing,new business,ACC0067
OPP00461,2025-03-24,2025-06-07,4000,qualified,SP001,cold prospection,upsell,ACC0043
OPP00462,2025-03-23,2025-05-14,14500,won,SP003,cold prospection,new business,ACC0105
OPP00463,2025-03-08,2025-07-21,6500,qualified,SP003,cold prospection,new business,ACC0010
OPP00464,2025-03-24,2025-06-05,6000,lost,SP002,cold prospection,upsell,ACC0024
OPP00465,2025-03-13 00:00:00,2025-06-04 00:00:00,9000,lost,SP001,marketing,new business,ACC0074
OPP00466,2025-03-06,2025-03-20,7000,lost,SP002,cold prospection,new business,ACC0010
OPP00468,2025-03-29,2025-07-20,22000,qualified,SP001,marketing,new business,ACC0052
OPP00469,2025-03-21,2025-04-20,13000,lost,SP001,cold prospection,new business,ACC0095
OPP00470,2025-03-07,2025-07-13,27000,qualified,SP002,cold prospection,new business,ACC0117
OPP00471,2025-03-04,2025-07-24,12000,qualified,SP001,cold prospection,new business,ACC0067
OPP00472,2025-03-03,2025-05-13,8000,won,SP002,cold prospection,new business,ACC0112
OPP00473,2025-03-06,2025-05-15,30000,lost,SP003,cold prospection,upsell,ACC0046
OPP00474,2025-03-13,2025-04-25,17500,lost,SP002,marketing,new business,ACC0079
OPP00476,2025-03-27,2025-07-21,8500,created,SP002,marketing,new business,ACC0090
OPP00477,2025-03-26,2025-06-19,8000,lost,SP003,cold prospection,new business,ACC0068
OPP00478,2025-03-13,2025-05-22,6000,lost,SP003,cold prospection,new business,ACC0068
OPP00479,2025-03-10,2025-03-24,21500,lost,SP001,referral,new business,ACC0067
OPP00480,2025-03-26,2025-04-23,37000,lost,SP003,event,new business,ACC0114
OPP00481,2025-03-06,2025-04-01,6000,lost,SP001,cold prospection,new business,ACC0028
OPP00482,2025-03-22,2025-06-20,17500,lost,SP002,marketing,new business,ACC0027
OPP00483,2025-03-11 00:00:00,2025-06-10 00:00:00,5500,created,SP003,cold prospection,new business,ACC0010
OPP00484,2025-03-15,2025-05-30,10000,won,SP001,cold prospection,upsell,ACC0117
OPP00485,2025-03-05,2025-07-15,10500,qualified,SP001,cold prospection,new business,ACC0090
OPP00486,25/03/2025,18/05/2025,8000,lost,SP001,cold prospection,upsell,ACC0046
OPP00487,2025-03-21,2025-04-04,13500,won,SP002,cold prospection,new business,ACC0090
OPP00488,2025-03-20,2025-04-03,8000,won,SP003,,new business,ACC0114
OPP00489,2025-03-23,2025-05-06,15000,won,SP001,cold prospection,upsell,ACC0008
OPP00490,2025-03-27,2025-06-17,10500,created,SP002,referral,new business,ACC0047
OPP00491,2025-03-08,2025-05-13,11500,lost,SP001,cold prospection,upsell,ACC0047
OPP00492,2025-03-24,2025-04-27,8000,won,SP002,referral,new business,ACC0095
OPP00494,2025-03-06,2025-05-06,19500,won,SP001,event,new business,ACC0047
OPP00495,2025-03-29,2025-08-02,8500,created,SP003,cold prospection,new business,ACC0003
OPP00496,2025-03-02,2025-05-08,6000,created,SP002,marketing,new business,ACC0120
OPP00497,2025-03-04,2025-05-25,9500,created,SP003,,new business,ACC0003
OPP00498,2025-03-19,2025-08-08,20500,qualified,SP003,marketing,new business,ACC0053
OPP00499,2025-03-10,2025-07-17,3500,created,SP001,event,upsell,ACC0059
OPP00500,2025-03-21,2025-07-02,10500,created,SP001,event,new business,ACC0114
OPP00501,2025-03-25,2025-05-15,8500,qualified,SP003,cold prospection,new business,ACC0002
OPP00502,2025-03-09,2025-06-09,18000,won,SP003,referral,new business,ACC0047
OPP00504,2025-03-19,2025-07-16,5500,qualified,SP001,marketing,upsell,ACC0002
OPP00505,2025-03-20,2025-04-22,3500,created,SP003,cold prospection,new business,ACC0046
OPP00506,2025-03-11,2025-06-12,13500,won,SP002,cold prospection,new business,ACC0044
OPP00507,2025-03-25,2025-06-19,15000,lost,SP001,cold prospection,new business,ACC0008
OPP00508,2025-03-05,2025-04-21,8000,won,SP003,cold prospection,new business,ACC0003
OPP00509,2025-03-13,2025-06-29,19000,qualified,SP003,event,new business,ACC0004
OPP00510,2025-03-22,2025-06-25,5000,lost,SP003,cold prospection,new business,ACC0105
OPP00511,2025-03-06,2025-04-07,8000,created,SP003,event,new business,ACC0089
OPP00512,2025-03-18,2025-06-19,6500,lost,SP001,cold prospection,new business,ACC0114
OPP00513,2025-03-24,2025-05-15,9000,lost,SP002,marketing,new business,ACC0068
OPP00514,2025-03-15,2025-06-24,9500,created,SP001,cold prospection,upsell,ACC0074
OPP00515,2025-03-29,2025-07-14,16500,created,SP004,cold prospection,new business,ACC0076
OPP00516,2025-03-28,2025-05-20,11500,lost,SP004,marketing,new business,ACC0023
OPP00517,30/03/2025,19/07/2025,12500,created,SP005,cold prospection,new business,ACC0023
OPP00518,2025-03-06,2025-05-22,4500,created,SP005,cold prospection,upsell,ACC0085
OPP00519,2025-03-25,2025-04-15,21500,lost,SP004,marketing,new business,ACC0063
OPP00520,2025-03-14,2025-05-12,35500,lost,SP005,marketing,new business,ACC0056
OPP00521,2025-03-24,2025-06-09,4000,lost,SP005,marketing,new business,ACC0009
OPP00522,2025-03-21,2025-05-24,6000,created,SP006,marketing,new business,ACC0035
OPP00523,2025-03-10,2025-04-27,22000,lost,SP004,marketing,upsell,ACC0016
OPP00524,2025-03-17,2025-08-12,14000,qualified,SP006,referral,new business,ACC0076
OPP00525,2025-03-16,2025-07-17,11500,created,SP005,event,new business,ACC0098
OPP00526,2025-03-05,2025-05-28,5500,created,SP004,marketing,new business,ACC0096
OPP00527,2025-03-02,2025-05-19,17000,won,SP005,marketing,new business,ACC0113
OPP00528,2025-03-02,2025-03-14,14500,won,SP006,cold prospection,new business,ACC0018
OPP00529,2025-03-15,2025-06-18,30000,qualified,SP005,marketing,new business,ACC0018
OPP00530,2025-03-01,2025-06-03,18500,won,SP005,marketing,new business,ACC0056
OPP00531,2025-03-23,2025-04-15,19500,lost,SP004,marketing,new business,ACC0056
OPP00532,2025-03-10,2025-04-24,9000,created,SP004,event,upsell,ACC0104
OPP00533,2025-03-07,2025-05-01,8500,qualified,SP005,cold prospection,new business,ACC0094
OPP00534,2025-03-30,2025-04-20,9000,created,SP005,event,upsell,ACC0040
OPP00535,2025-03-22,2025-06-05,20000,lost,SP005,event,new business,ACC0023
OPP00536,2025-03-29,2025-05-25,6500,created,SP005,event,new business,ACC0085
OPP00537,2025-03-28,2025-07-28,14000,created,SP004,cold prospection,new business,ACC0109
OPP00538,2025-03-28,2025-06-30,50000,lost,SP004,cold prospection,new business,ACC0009
OPP00539,2025-03-29,2025-07-20,11500,created,SP005,cold prospection,upsell,ACC0083
OPP00540,2025-03-13,2025-05-21,10000,created,SP005,marketing,new business,ACC0060
OPP00541,2025-03-29,2025-07-19,13500,created,SP004,cold prospection,upsell,ACC0018
OPP00542,2025-03-14,2025-05-19,13000,lost,SP006,cold prospection,new business,ACC0063
OPP00543,2025/03/12,2025/04/07,5000,lost,SP006,marketing,new business,ACC0009
OPP00544,2025-03-29,2025-05-21,6500,created,SP005,event,new business,ACC0060
OPP00545,2025-03-17,2025-04-24,5500,won,SP006,marketing,upsell,ACC0081
OPP00546,2025-03-11,2025-06-08,13000,won,SP006,marketing,new business,ACC0076
OPP00547,2025-03-08,2025-06-08,16000,won,SP005,event,new business,ACC0050
OPP00548,2025-03-18,2025-04-27,26000,created,SP006,marketing,new business,ACC0012
OPP00549,2025-03-06,2025-05-10,16000,qualified,SP004,marketing,new business,ACC0098
OPP00550,2025-03-18,2025-05-22,10000,qualified,SP006,marketing,new business,ACC0051
OPP00551,2025-03-03,2025-05-25,19500,created,SP005,cold prospection,new business,ACC0060
OPP00552,2025-03-02,2025-04-02,3500,created,SP006,marketing,upsell,ACC0078
OPP00553,2025-03-29,2025-07-12,11500,created,SP006,event,new business,ACC0078
OPP00554,2025-03-27,2025-07-11,24500,qualified,SP004,event,new business,ACC0109
OPP00555,2025-03-12,2025-07-07,5000,created,SP006,cold prospection,new business,ACC0060
OPP00556,2025-03-21,2025-07-23,22500,qualified,SP005,marketing,upsell,ACC0078
OPP00557,2025-03-27,2025-04-19,19500,won,SP006,cold prospection,new business,ACC0096
OPP00558,2025-03-04,2025-07-17,9500,qualified,SP005,event,new business,ACC0033
OPP00559,2025-03-02,2025-03-27,22500,won,SP006,marketing,upsell,ACC0108
OPP00560,2025-03-22,2025-06-13,22500,created,SP006,marketing,new business,ACC0076
OPP00561,2025-03-14,2025-04-15,17500,lost,SP006,cold prospection,new business,ACC0063
OPP00562,2025-03-27,2025-07-16,17500,qualified,SP004,referral,new business,ACC0018
OPP00564,2025-03-10,2025-05-21,7000,created,SP005,marketing,upsell,ACC0104
OPP00565,2025-03-27,2025-06-15,25500,lost,SP006,cold prospection,new business,ACC0078
OPP00566,2025-03-20,2025-04-15,10000,won,SP006,marketing,upsell,ACC0038
OPP00567,2025-03-31,2025-07-25,13500,qualified,SP004,cold prospection,new business,ACC0076
OPP00568,2025-03-16,2025-05-18,12500,lost,SP006,referral,new business,ACC0081
OPP00569,2025-03-18,2025-03-29,21000,lost,SP005,cold prospection,new business,ACC0113
OPP00570,2025-03-05,2025-04-28,14500,created,SP004,cold prospection,new business,ACC0088
OPP00571,2025-03-09,2025-07-07,15500,created,SP004,cold prospection,new business,ACC0108
OPP00572,2025-03-27,2025-06-16,12000,won,SP005,event,upsell,ACC0018
OPP00573,2025-03-18,2025-08-01,14500,qualified,SP005,marketing,new business,ACC0035
OPP00574,2025-03-30,2025-08-12,10500,qualified,SP005,marketing,new business,ACC0051
